Time,V_D,V_G_Target,I_D,I_G,Light_State,Servo_State
46.464829444885254,1.0,0.0,-1.18017e-10,-6.79174e-07,1,0
47.00434875488281,1.0,0.0,-1.15633e-10,-5.36262e-07,1,0
47.54593873023987,1.0,1.0,5.45657e-08,-5.2284e-07,1,0
48.08745312690735,1.0,1.0,5.35214e-08,-6.19266e-07,1,0
48.629005908966064,1.0,1.0,5.26988e-08,-6.71341e-07,1,1
49.1705584526062,1.0,1.0,6.42669e-08,-5.69062e-07,1,1
49.71215081214905,1.0,1.0,7.00104e-08,-5.35691e-07,1,1
50.253661155700684,1.0,1.0,7.17878e-08,-5.40042e-07,1,1
50.79523944854736,1.0,1.0,7.43103e-08,-6.11447e-07,1,1
51.33676862716675,1.0,1.0,7.67279e-08,-5.65997e-07,1,1
51.878318786621094,1.0,1.0,7.66146e-08,-5.50422e-07,1,0
52.419923067092896,1.0,1.0,7.10428e-08,-5.16553e-07,1,0
52.9614622592926,1.0,1.0,6.88565e-08,-7.12461e-07,1,0
53.502989292144775,1.0,1.0,6.78527e-08,-5.78707e-07,1,0
54.0445294380188,1.0,1.0,6.49703e-08,-5.53888e-07,1,0
54.58609366416931,1.0,1.0,6.30558e-08,-5.0082e-07,1,0
55.12764596939087,1.0,1.0,6.19388e-08,-5.96808e-07,1,0
55.669185161590576,1.0,1.0,6.2679e-08,-6.16842e-07,1,0
56.210779666900635,1.0,1.0,6.15311e-08,-6.04813e-07,1,0
56.75233459472656,1.0,1.0,6.05619e-08,-5.38422e-07,1,0
57.2938437461853,1.0,1.0,5.90444e-08,-5.54913e-07,1,0
57.83539605140686,1.0,1.0,5.86116e-08,-4.82602e-07,1,0
58.374993085861206,1.0,0.0,-1.0252e-10,-6.83996e-07,1,0
58.91455125808716,1.0,0.0,-1.16825e-10,-6.07996e-07,1,0
59.45409321784973,1.0,0.0,-1.22786e-10,-6.16699e-07,1,0
59.993624448776245,1.0,0.0,-1.2517e-10,-6.55151e-07,1,0
60.533252239227295,1.0,0.0,-1.14441e-10,-5.80741e-07,1,0
61.07380795478821,1.0,0.0,-1.14441e-10,-7.40934e-07,1,0
61.61332559585571,1.0,0.0,-1.09673e-10,-5.50667e-07,1,0
62.15292572975159,1.0,0.0,-1.16825e-10,-5.75976e-07,1,0
62.6924409866333,1.0,0.0,-1.12057e-10,-5.60539e-07,1,0
63.232038259506226,1.0,0.0,-1.10865e-10,-7.06838e-07,1,0
63.77360939979553,1.0,1.0,5.97608e-08,-6.25804e-07,1,0
64.31510162353516,1.0,1.0,5.78248e-08,-5.26767e-07,1,0
64.85669875144958,1.0,1.0,5.71454e-08,-6.09587e-07,1,1
65.39824867248535,1.0,1.0,7.00986e-08,-6.9108e-07,1,1
65.939768075943,1.0,1.0,7.41005e-08,-6.46232e-07,1,1
66.48132109642029,1.0,1.0,7.653e-08,-6.41203e-07,1,1
67.02290916442871,1.0,1.0,7.78222e-08,-5.62338e-07,1,1
67.56441569328308,1.0,1.0,7.94315e-08,-4.93242e-07,1,1
68.10601139068604,1.0,1.0,8.18586e-08,-6.9549e-07,1,0
68.64755964279175,1.0,1.0,7.66802e-08,-6.49599e-07,1,0
69.18907260894775,1.0,1.0,7.20048e-08,-5.481e-07,1,0
69.7306694984436,1.0,1.0,6.97839e-08,-5.42119e-07,1,0
70.27222299575806,1.0,1.0,6.70934e-08,-4.92223e-07,1,0
70.81380867958069,1.0,1.0,6.66618e-08,-5.32876e-07,1,0
71.3552839756012,1.0,1.0,6.51336e-08,-4.63463e-07,1,0
71.8968334197998,1.0,1.0,6.54554e-08,-5.77278e-07,1,0
72.43842601776123,1.0,1.0,6.31499e-08,-5.01072e-07,1,0
72.97998714447021,1.0,1.0,6.24824e-08,-5.35801e-07,1,0
73.52149271965027,1.0,1.0,6.21915e-08,-5.50396e-07,1,0
74.06266379356384,1.0,1.0,6.07967e-08,-5.55282e-07,1,0
74.60220623016357,1.0,0.0,-1.07288e-10,-6.04524e-07,1,0
75.14276432991028,1.0,0.0,-1.19209e-10,-5.31523e-07,1,0
75.68229389190674,1.0,0.0,-1.21593e-10,-6.24313e-07,1,0
76.22185254096985,1.0,0.0,-1.19209e-10,-5.42793e-07,1,0
76.7614495754242,1.0,0.0,-1.23978e-10,-4.93498e-07,1,0
77.30096650123596,1.0,0.0,-1.19209e-10,-6.67065e-07,1,0
77.84056520462036,1.0,0.0,-1.22786e-10,-5.73852e-07,1,0
78.38008046150208,1.0,0.0,-1.19209e-10,-5.11494e-07,1,0
78.9196388721466,1.0,0.0,-1.2517e-10,-3.78698e-07,1,0
79.45919823646545,1.0,0.0,-1.2517e-10,-5.26251e-07,1,0
80.00078988075256,1.0,1.0,6.13022e-08,-5.25607e-07,1,0
80.54234266281128,1.0,1.0,6.04057e-08,-6.97151e-07,1,0
81.08387994766235,1.0,1.0,5.95248e-08,-6.37442e-07,1,1
81.62542128562927,1.0,1.0,7.22241e-08,-5.80283e-07,1,1
82.16698408126831,1.0,1.0,7.52819e-08,-4.65907e-07,1,1
82.70855212211609,1.0,1.0,7.8032e-08,-5.48859e-07,1,1
83.25010418891907,1.0,1.0,8.16345e-08,-6.62726e-07,1,1
83.79165649414062,1.0,1.0,8.16739e-08,-6.1879e-07,1,1
84.33320951461792,1.0,1.0,8.30686e-08,-5.12335e-07,1,0
84.87472009658813,1.0,1.0,7.7076e-08,-4.4976e-07,1,0
85.41627287864685,1.0,1.0,7.49147e-08,-7.0644e-07,1,0
85.95786643028259,1.0,1.0,7.29454e-08,-6.71356e-07,1,0
86.49937558174133,1.0,1.0,7.11453e-08,-5.48597e-07,1,0
87.04093074798584,1.0,1.0,6.85322e-08,-5.52001e-07,1,0
87.58252692222595,1.0,1.0,6.7848e-08,-6.73412e-07,1,0
88.12408065795898,1.0,1.0,6.80888e-08,-6.59689e-07,1,0
88.66562938690186,1.0,1.0,6.54018e-08,-5.61537e-07,1,0
89.20718050003052,1.0,1.0,6.61492e-08,-6.75796e-07,1,0
89.74868988990784,1.0,1.0,6.44731e-08,-5.18625e-07,1,0
90.29028415679932,1.0,1.0,6.32644e-08,-4.79062e-07,1,0
90.82983946800232,1.0,0.0,-1.14441e-10,-6.96041e-07,1,0
91.37038159370422,1.0,0.0,-1.35899e-10,-6.65371e-07,1,0
91.9099555015564,1.0,0.0,-1.27554e-10,-5.46019e-07,1,0
92.44947004318237,1.0,0.0,-1.23978e-10,-5.91809e-07,1,0
92.98907017707825,1.0,0.0,-1.16825e-10,-6.35921e-07,1,0
93.52863192558289,1.0,0.0,-1.09673e-10,-6.28453e-07,1,0
94.06814336776733,1.0,0.0,-1.20401e-10,-6.20168e-07,1,0
94.60774326324463,1.0,0.0,-1.29938e-10,-6.27682e-07,1,0
95.14730334281921,1.0,0.0,-1.37091e-10,-5.8492e-07,1,0
95.68686056137085,1.0,0.0,-1.35899e-10,-5.86359e-07,1,0
96.22836995124817,1.0,1.0,6.37424e-08,-6.42821e-07,1,0
96.76992273330688,1.0,1.0,6.24812e-08,-6.90586e-07,1,0
97.31151986122131,1.0,1.0,6.17158e-08,-6.8874e-07,1,1
97.85306596755981,1.0,1.0,7.46036e-08,-6.2597e-07,1,1
98.39457845687866,1.0,1.0,7.87687e-08,-5.44677e-07,1,1
98.93613052368164,1.0,1.0,7.95662e-08,-4.89829e-07,1,1
99.47768235206604,1.0,1.0,8.25059e-08,-6.12932e-07,1,1
100.0192756652832,1.0,1.0,8.34441e-08,-5.66306e-07,1,1
100.56079006195068,1.0,1.0,8.40139e-08,-6.14265e-07,1,0
101.10238242149353,1.0,1.0,8.08334e-08,-5.52682e-07,1,0
101.64389181137085,1.0,1.0,7.63047e-08,-7.25023e-07,1,0
102.18549108505249,1.0,1.0,7.44164e-08,-6.45989e-07,1,0
102.72699689865112,1.0,1.0,7.22706e-08,-5.32179e-07,1,0
103.2685489654541,1.0,1.0,7.01094e-08,-6.34035e-07,1,0
103.81014466285706,1.0,1.0,7.03108e-08,-5.60152e-07,1,0
104.35172724723816,1.0,1.0,6.72841e-08,-7.26154e-07,1,0
104.89327764511108,1.0,1.0,6.65748e-08,-6.24084e-07,1,0
105.43482971191406,1.0,1.0,6.61302e-08,-5.23441e-07,1,0
105.97638487815857,1.0,1.0,6.54793e-08,-5.52558e-07,1,0
106.51789426803589,1.0,1.0,6.57153e-08,-5.68931e-07,1,0
107.05749201774597,1.0,0.0,-1.19209e-10,-6.55678e-07,1,0
107.59704732894897,1.0,0.0,-1.15633e-10,-7.13906e-07,1,0
108.13660955429077,1.0,0.0,-1.28746e-10,-5.57134e-07,1,0
108.6761245727539,1.0,0.0,-1.20401e-10,-4.9659e-07,1,0
109.21570801734924,1.0,0.0,-1.20401e-10,-5.35608e-07,1,0
109.75525093078613,1.0,0.0,-1.12057e-10,-7.45403e-07,1,0
110.29479670524597,1.0,0.0,-1.04904e-10,-5.78326e-07,1,0
110.8343870639801,1.0,0.0,-1.18017e-10,-5.59815e-07,1,0
111.37395310401917,1.0,0.0,-1.21593e-10,-4.99435e-07,1,0
111.91450810432434,1.0,0.0,-1.06096e-10,-5.52384e-07,1,0
112.45601892471313,1.0,1.0,6.44147e-08,-5.61889e-07,1,0
112.9975733757019,1.0,1.0,6.37853e-08,-5.2114e-07,1,0
113.53912305831909,1.0,1.0,6.23882e-08,-5.91853e-07,1,1
114.0806782245636,1.0,1.0,7.34711e-08,-5.43654e-07,1,1
114.62227082252502,1.0,1.0,7.66897e-08,-5.80124e-07,1,1
115.16382241249084,1.0,1.0,8.06856e-08,-5.97827e-07,1,1
115.70533275604248,1.0,1.0,8.29053e-08,-5.91227e-07,1,1
116.24688744544983,1.0,1.0,8.38411e-08,-5.81333e-07,1,1
116.7884373664856,1.0,1.0,8.57365e-08,-4.96042e-07,1,0
117.32999157905579,1.0,1.0,8.04496e-08,-6.3307e-07,1,0
117.87154364585876,1.0,1.0,7.84624e-08,-5.90046e-07,1,0
118.41309428215027,1.0,1.0,7.63988e-08,-6.09407e-07,1,0
118.9546890258789,1.0,1.0,7.34043e-08,-5.07242e-07,1,0
119.49624538421631,1.0,1.0,7.27081e-08,-4.8815e-07,1,0
120.03779315948486,1.0,1.0,7.14254e-08,-6.71388e-07,1,0
120.57934856414795,1.0,1.0,6.94907e-08,-5.46141e-07,1,0
121.12089562416077,1.0,1.0,7.0045e-08,-5.3655e-07,1,0
121.66244888305664,1.0,1.0,6.8109e-08,-5.5014e-07,1,0
122.20400309562683,1.0,1.0,6.92225e-08,-5.23569e-07,1,0
122.74555492401123,1.0,1.0,6.63376e-08,-6.94035e-07,1,0
123.28511309623718,1.0,0.0,-1.16825e-10,-5.35468e-07,1,0
123.82565474510193,1.0,0.0,-1.23978e-10,-6.36681e-07,1,0
124.36523103713989,1.0,0.0,-1.18017e-10,-6.08167e-07,1,0
124.90478706359863,1.0,0.0,-1.15633e-10,-6.25659e-07,1,0
125.44529795646667,1.0,0.0,-1.09673e-10,-6.47002e-07,1,0
125.98490357398987,1.0,0.0,-1.12057e-10,-6.51515e-07,1,0
126.5244517326355,1.0,0.0,-1.0848e-10,-5.97067e-07,1,0
127.063969373703,1.0,0.0,-1.18017e-10,-6.13483e-07,1,0
127.60352945327759,1.0,0.0,-1.0848e-10,-6.87126e-07,1,0
128.1431267261505,1.0,0.0,-1.13249e-10,-5.26405e-07,1,0
128.68464183807373,1.0,1.0,6.65879e-08,-5.14243e-07,1,0
129.22620058059692,1.0,1.0,6.5403e-08,-5.58238e-07,1,0
129.7677412033081,1.0,1.0,6.36184e-08,-6.15478e-07,1,1
130.30933380126953,1.0,1.0,7.55691e-08,-5.2185e-07,1,1
130.85086274147034,1.0,1.0,8.05891e-08,-5.47907e-07,1,1
131.39239883422852,1.0,1.0,8.31962e-08,-5.49651e-07,1,1
131.93395113945007,1.0,1.0,8.54659e-08,-6.22673e-07,1,1
132.4755449295044,1.0,1.0,8.6621e-08,-6.47848e-07,1,1
133.01709747314453,1.0,1.0,8.99518e-08,-5.47402e-07,1,0
133.55864810943604,1.0,1.0,8.41296e-08,-5.85507e-07,1,0
134.10016202926636,1.0,1.0,8.05736e-08,-6.38111e-07,1,0
134.6417145729065,1.0,1.0,7.77769e-08,-6.35837e-07,1,0
135.18330669403076,1.0,1.0,7.58564e-08,-6.2589e-07,1,0
135.72481775283813,1.0,1.0,7.46643e-08,-5.72811e-07,1,0
136.2664134502411,1.0,1.0,7.32756e-08,-5.52766e-07,1,0
136.8079640865326,1.0,1.0,7.16269e-08,-6.2224e-07,1,0
137.34951615333557,1.0,1.0,7.1913e-08,-7.10095e-07,1,0
137.89107203483582,1.0,1.0,7.03442e-08,-5.99375e-07,1,0
138.43262672424316,1.0,1.0,6.97577e-08,-5.64171e-07,1,0
138.97413086891174,1.0,1.0,6.97076e-08,-6.3296e-07,1,0
139.51369071006775,1.0,0.0,-1.06096e-10,-4.52979e-07,1,0
140.05424404144287,1.0,0.0,-9.77516e-11,-6.79056e-07,1,0
140.59384512901306,1.0,0.0,-1.16825e-10,-5.97746e-07,1,0
141.13340091705322,1.0,0.0,-1.22786e-10,-6.31329e-07,1,0
141.67296051979065,1.0,0.0,-1.15633e-10,-5.34351e-07,1,0
142.21347403526306,1.0,0.0,-1.04904e-10,-5.14375e-07,1,0
142.75303316116333,1.0,0.0,-1.07288e-10,-6.99801e-07,1,0
143.2925887107849,1.0,0.0,-9.77516e-11,-6.6421e-07,1,0
143.83218502998352,1.0,0.0,-1.07288e-10,-5.2366e-07,1,0
144.37170481681824,1.0,0.0,-9.77516e-11,-6.38662e-07,1,0
144.91425371170044,1.0,1.0,6.78575e-08,-6.08576e-07,1,0
145.4558048248291,1.0,1.0,6.76262e-08,-5.84824e-07,1,0
145.9973602294922,1.0,1.0,6.66702e-08,-6.04224e-07,1,1
146.5389096736908,1.0,1.0,7.81596e-08,-5.43902e-07,1,1
147.0805115699768,1.0,1.0,8.2171e-08,-7.32099e-07,1,1
147.62206482887268,1.0,1.0,8.34715e-08,-7.01699e-07,1,1
148.1636106967926,1.0,1.0,8.62908e-08,-5.24661e-07,1,1
148.7051613330841,1.0,1.0,8.84116e-08,-5.59042e-07,1,1
149.24667286872864,1.0,1.0,8.94761e-08,-6.49429e-07,1,0
149.7882251739502,1.0,1.0,8.40938e-08,-5.14346e-07,1,0
150.32981729507446,1.0,1.0,7.90405e-08,-5.99702e-07,1,0
150.87132954597473,1.0,1.0,7.64751e-08,-4.97666e-07,1,0
151.41288232803345,1.0,1.0,7.47454e-08,-5.46354e-07,1,0
151.95443677902222,1.0,1.0,7.36475e-08,-5.89876e-07,1,0
152.4959855079651,1.0,1.0,7.3545e-08,-6.58587e-07,1,0
153.03758120536804,1.0,1.0,7.25079e-08,-5.14736e-07,1,0
153.57909178733826,1.0,1.0,7.09367e-08,-4.74261e-07,1,0
154.12064242362976,1.0,1.0,7.14862e-08,-6.61018e-07,1,0
154.66220951080322,1.0,1.0,6.95443e-08,-4.96285e-07,1,0
155.20374822616577,1.0,1.0,6.83892e-08,-5.60524e-07,1,0
155.74334406852722,1.0,0.0,-1.0252e-10,-5.33059e-07,0,0
156.28390169143677,1.0,0.0,-1.04904e-10,-7.54726e-07,0,0
156.82345914840698,1.0,0.0,-1.13249e-10,-7.13635e-07,0,0
157.36397409439087,1.0,0.0,-1.07288e-10,-6.23421e-07,0,0
157.9035723209381,1.0,0.0,-1.19209e-10,-5.19377e-07,0,0
158.4431266784668,1.0,0.0,-1.01328e-10,-6.34192e-07,0,0
158.98268699645996,1.0,0.0,-1.12057e-10,-6.85889e-07,0,0
159.52220249176025,1.0,0.0,-1.13249e-10,-5.46136e-07,0,0
160.06176042556763,1.0,0.0,-1.07288e-10,-5.99849e-07,0,0
160.6013195514679,1.0,0.0,-1.0252e-10,-5.57276e-07,0,0
